time,timestamp,aX(m/s²),aY(m/s²),aZ(m/s²),nozzle_tem,bed_tem,THE(°C),current_layer,total_layers,OT
2025-03-04-15-18-47,172909865,0,-0.144,-0.292,245,70,38.4,82,206,0
2025-03-04-15-18-48,172910855,2.445,0.115,-0.34,245,70,38.4,82,206,0
2025-03-04-15-18-49,172911845,0.512,1.656,-0.325,245,70,38.41,82,206,0
2025-03-04-15-18-50,172912868,-0.067,0.196,-0.531,245,70,38.43,82,206,0
2025-03-04-15-18-51,172913891,-0.029,0.129,-0.301,245,70,38.43,82,206,0
2025-03-04-15-18-52,172914782,-2.862,3.182,-1.105,245,70,38.44,82,206,0
2025-03-04-15-18-53,172915871,-0.01,-0.167,-0.292,245,70,38.44,82,206,0
2025-03-04-15-18-54,172916894,-0.062,2.072,-0.325,245,70,38.46,83,206,0
2025-03-04-15-18-55,172917851,0.144,-0.033,-0.311,245,70,38.47,83,206,0
2025-03-04-15-18-56,172918874,-0.234,-5.187,-0.464,245,70,38.47,83,206,0
2025-03-04-15-18-57,172919864,-0.349,0.555,-0.321,245,70,38.48,83,206,0
2025-03-04-15-18-58,172920854,0.124,0.268,-0.239,245,70,38.49,83,206,0
2025-03-04-15-18-59,172921844,0.129,0.115,-0.292,245,70,38.49,83,206,0
2025-03-04-15-19-00,172922834,0.033,0.129,-0.263,245,70,38.51,83,206,0
2025-03-04-15-19-01,172923824,4.89,0.679,-0.301,245,70,38.51,84,206,0
2025-03-04-15-19-02,172924814,1.761,2.833,-0.479,245,70,38.51,84,206,0
2025-03-04-15-19-03,172925870,0.077,0.254,-0.349,245,70,38.52,84,206,0
2025-03-04-15-19-04,172926860,0.177,-0.459,-0.292,245,70,38.53,84,206,0
2025-03-04-15-19-05,172927850,0.311,-0.048,-0.206,245,70,38.54,84,206,0
2025-03-04-15-19-06,172928840,0,-0.029,-0.316,245,70,38.55,84,206,0
2025-03-04-15-19-07,172929863,-0.316,0.675,-0.79,245,70,38.55,84,206,0
2025-03-04-15-19-08,172930754,-0.546,-0.794,-0.55,245,70,38.56,85,206,0
2025-03-04-15-19-09,172931777,-0.029,5.058,-0.311,245,70,38.57,85,206,0
2025-03-04-15-19-10,172932866,0.148,0.139,-0.297,245,70,38.57,85,206,0
2025-03-04-15-19-11,172933856,0.11,0.297,-0.139,245,70,38.58,85,206,0
2025-03-04-15-19-12,172934813,1.579,-3.613,-0.306,245,70,38.59,85,206,0
2025-03-04-15-19-13,172935803,0.158,0.129,-0.244,245,70,38.6,85,206,0
2025-03-04-15-19-14,172936859,0.273,0.124,-0.278,245,70,38.6,85,206,0
2025-03-04-15-19-15,172937849,0.077,-0.081,-0.402,245,70,38.61,86,206,0
2025-03-04-15-19-16,172938806,-2.622,3.115,-0.287,245,70,38.61,86,206,0
2025-03-04-15-19-17,172939763,0.187,-0.335,0.091,245,70,38.62,86,206,0
2025-03-04-15-19-18,172940852,0.225,-0.057,-0.297,245,70,38.62,86,206,0
2025-03-04-15-19-19,172941842,-0.081,-0.321,-0.263,245,70,38.62,86,206,0
2025-03-04-15-19-20,172942865,-4.46,0.589,-0.148,245,70,38.64,86,206,0
2025-03-04-15-19-21,172943855,-0.632,-0.335,-0.292,245,70,38.65,86,206,0
2025-03-04-15-19-22,172944779,0.12,0,-0.608,245,70,38.65,87,206,0
2025-03-04-15-19-23,172945736,0.201,0.273,-0.311,245,70,38.66,87,206,0
2025-03-04-15-19-24,172946858,0.306,0.053,-0.306,245,70,38.67,87,206,0
2025-03-04-15-19-25,172947815,-0.263,-0.766,-0.292,245,70,38.66,87,206,0
2025-03-04-15-19-26,172948805,0.057,0.163,-1.024,245,70,38.67,87,206,0
2025-03-04-15-19-27,172949894,3.766,0.502,-0.301,245,70,38.68,88,206,0
2025-03-04-15-19-28,172950818,0.211,-0.718,-0.287,245,70,38.69,88,206,0
2025-03-04-15-19-29,172951841,-0.148,-0.187,-0.311,245,70,38.69,88,206,0
2025-03-04-15-19-30,172952831,0.029,0.431,-0.316,245,70,38.7,88,206,0
2025-03-04-15-19-31,172953887,-0.077,0.038,-0.014,245,70,38.7,88,206,0
2025-03-04-15-19-32,172954844,0.01,0.512,-0.373,245,70,38.71,88,206,0
2025-03-04-15-19-33,172955834,-0.249,-0.057,-0.431,245,70,38.72,89,206,0
2025-03-04-15-19-34,172956791,0.23,-5.211,-0.311,245,70,38.73,89,206,0
2025-03-04-15-19-35,172957847,-0.081,-0.488,-0.857,245,70,38.74,89,206,0
2025-03-04-15-19-36,172958804,-0.048,-1.335,-0.33,245,70,38.74,89,206,0
2025-03-04-15-19-37,172959860,0.258,-0.024,-0.191,245,70,38.75,89,206,0
2025-03-04-15-19-38,172960784,0.067,1.943,-0.287,245,70,38.75,89,206,0
2025-03-04-15-19-39,172961873,0.158,0.139,-0.321,245,70,38.77,90,206,0
2025-03-04-15-19-40,172962830,0.541,-3.704,-0.455,245,70,38.77,90,206,0
2025-03-04-15-19-41,172963754,0.067,0.766,-0.311,245,70,38.77,90,206,0
2025-03-04-15-19-42,172964843,0.115,0.287,0.325,245,70,38.79,90,206,0
2025-03-04-15-19-43,172965866,0.153,0.072,-0.311,245,70,38.79,90,206,0
2025-03-04-15-19-44,172966823,-0.053,0.115,-0.325,245,70,38.8,90,206,0
2025-03-04-15-19-45,172967846,0.191,-0.062,-0.306,245,70,38.8,91,206,0
2025-03-04-15-19-46,172968770,0.22,-5.455,-0.455,245,70,38.81,91,206,0
2025-03-04-15-19-47,172969826,-0.785,-0.986,-0.316,245,70,38.82,91,206,0
2025-03-04-15-19-48,172970816,0.11,0.234,-0.297,245,70,38.84,91,206,0
2025-03-04-15-19-49,172971839,-0.019,-0.105,-0.105,245,70,38.84,91,206,0
2025-03-04-15-19-50,172972829,0.407,-0.196,-0.306,245,70,38.85,91,206,0
2025-03-04-15-19-51,172973852,0.526,3.771,-0.914,245,70,38.86,92,206,0
2025-03-04-15-19-52,172974875,-0.005,-0.067,-0.316,245,70,38.87,92,206,0
2025-03-04-15-19-53,172975865,0.608,-1.072,-0.431,245,70,38.88,92,206,0
2025-03-04-15-19-54,172976855,-0.014,-0.282,-0.378,245,70,38.89,92,206,0
2025-03-04-15-19-55,172977878,0.751,-4.474,-0.254,245,70,38.9,92,206,0
2025-03-04-15-19-56,172978835,0.368,-0.861,-0.282,245,70,38.9,92,206,0
2025-03-04-15-19-57,172979891,-0.656,-0.857,-0.287,245,70,38.91,93,206,0
2025-03-04-15-19-58,172980782,0.23,0.01,-0.627,245,70,38.92,93,206,0
2025-03-04-15-19-59,172981871,-4.905,0.153,-0.325,245,70,38.93,93,206,0
2025-03-04-15-20-00,172982861,0.048,-0.196,-0.66,245,70,38.93,93,206,0
2025-03-04-15-20-01,172983587,0.033,0.067,-0.306,245,70,38.93,93,206,0
2025-03-04-15-20-02,172984874,0.163,0.254,-0.297,245,70,38.95,94,206,0
2025-03-04-15-20-03,172985831,-1.603,-0.589,-0.354,245,70,38.96,94,206,0
2025-03-04-15-20-04,172986788,0.057,0.067,-0.278,245,70,38.97,94,206,0
2025-03-04-15-20-05,172987844,-0.479,0.813,-0.306,245,70,38.98,94,206,0
2025-03-04-15-20-06,172988867,-0.057,-0.144,-0.292,245,70,38.99,94,206,0
2025-03-04-15-20-07,172989857,0.201,0.445,0.096,245,70,39,94,206,0
2025-03-04-15-20-08,172990847,0.191,1.091,-0.287,245,70,39.01,95,206,0
2025-03-04-15-20-09,172991804,0.057,-0.057,-0.287,245,70,39.01,95,206,0
2025-03-04-15-20-10,172992827,0.167,-1.077,-0.081,245,70,39.03,95,206,0
2025-03-04-15-20-11,172993817,0.014,-0.072,-0.282,245,70,39.03,95,206,0
2025-03-04-15-20-12,172994873,-0.857,-3.125,-0.196,245,70,39.04,95,206,0
2025-03-04-15-20-13,172995797,0.105,0.364,-0.254,245,70,39.05,95,206,0
2025-03-04-15-20-14,172996853,-2.622,0.177,-0.345,245,70,39.07,96,206,0
2025-03-04-15-20-15,172997876,-0.01,0.211,0.086,245,70,39.08,96,206,0
2025-03-04-15-20-16,172998701,0.679,-1.474,-0.148,245,70,39.09,96,206,0
2025-03-04-15-20-17,172999856,0.234,0.072,-0.172,245,70,39.09,96,206,0
2025-03-04-15-20-18,173000846,0.014,0.316,-0.297,245,70,39.09,96,206,0
2025-03-04-15-20-19,173001836,0.325,-1.263,0.373,245,70,39.09,96,206,0
2025-03-04-15-20-20,173002826,-0.067,-0.163,-0.311,245,70,39.11,97,206,0
2025-03-04-15-20-21,173003849,1.292,-0.981,-0.278,245,70,39.12,97,206,0
2025-03-04-15-20-22,173004839,0.325,-0.22,-0.613,245,70,39.13,97,206,0
2025-03-04-15-20-23,173005796,0.029,-0.053,-0.215,245,70,39.14,97,206,0
2025-03-04-15-20-24,173006885,0.01,0.258,0.096,245,70,39.14,97,206,0
2025-03-04-15-20-25,173007875,0.368,4.498,-0.316,245,70,39.15,98,206,0
2025-03-04-15-20-26,173008799,0.167,0.1,-0.287,245,70,39.15,98,206,0
2025-03-04-15-20-27,173009855,0.354,0.526,-0.435,245,70,39.16,98,206,0
2025-03-04-15-20-28,173010779,0.038,-0.254,-0.354,245,70,39.17,98,206,0
2025-03-04-15-20-29,173011835,0.067,-0.033,-0.392,245,70,39.18,98,206,0
2025-03-04-15-20-30,173012858,0.895,-1.723,-0.335,245,70,39.18,98,206,0
2025-03-04-15-20-31,173013848,0,-0.215,-0.268,245,70,39.19,99,206,0
2025-03-04-15-20-32,173014838,-3.527,0.455,0.081,245,70,39.2,99,206,0
2025-03-04-15-20-33,173015861,0.072,-0.062,-0.306,245,70,39.21,99,206,0
2025-03-04-15-20-34,173016851,-3.493,0.914,-0.359,245,70,39.21,99,206,0
2025-03-04-15-20-35,173017841,0.268,0.23,-0.182,245,70,39.21,99,206,0
2025-03-04-15-20-36,173018831,-0.081,-0.258,-0.306,245,70,39.22,99,206,0
2025-03-04-15-20-37,173019821,0.129,0.828,0,245,70,39.23,100,206,0
2025-03-04-15-20-38,173020778,0.206,-0.512,-0.316,245,70,39.24,100,206,0
2025-03-04-15-20-39,173021867,1.737,1.014,-0.258,245,70,39.25,100,206,0
2025-03-04-15-20-40,173022857,0.187,0.703,-0.459,245,70,39.25,100,206,0
2025-03-04-15-20-41,173023814,0.12,-1.881,-0.311,245,70,39.26,100,206,0
2025-03-04-15-20-42,173024837,0.077,0,-0.345,245,70,39.26,101,206,0
2025-03-04-15-20-43,173025860,-2.46,-0.66,-0.096,245,70,39.27,101,206,0
2025-03-04-15-20-44,173026817,0.067,-0.057,-0.316,245,70,39.27,101,206,0
2025-03-04-15-20-45,173027873,-0.014,-0.368,-0.55,245,70,39.29,101,206,0
2025-03-04-15-20-46,173028698,0.062,-0.287,-0.263,245,70,39.28,101,206,0
2025-03-04-15-20-47,173029820,0.388,0.043,-0.34,245,70,39.29,101,206,0
2025-03-04-15-20-48,173030843,1.325,-1.278,-0.153,245,70,39.3,101,206,0
2025-03-04-15-20-49,173031833,0.014,0.077,-0.321,245,70,39.31,102,206,0
2025-03-04-15-20-50,173032856,-0.234,3.933,-0.354,245,70,39.32,102,206,0
2025-03-04-15-20-51,173033879,0.033,-0.163,-0.397,245,70,39.32,102,206,0
2025-03-04-15-20-52,173034869,0.048,0.282,-0.321,245,70,39.32,102,206,0
2025-03-04-15-20-53,173035859,0.067,0,-0.364,245,70,39.33,102,206,0
2025-03-04-15-20-54,173036849,0.172,0.297,-0.067,245,70,39.34,103,206,0
2025-03-04-15-20-55,173037806,3.029,2.589,-0.34,245,70,39.35,103,206,0
2025-03-04-15-20-56,173038697,0.297,-0.593,-0.206,245,70,39.35,103,206,0
2025-03-04-15-20-57,173039885,-0.761,0.134,0.024,245,70,39.36,103,206,0
2025-03-04-15-20-58,173040842,0.263,0.144,-0.297,245,70,39.36,103,206,0
2025-03-04-15-20-59,173041865,0.057,0.445,-0.297,245,70,39.37,103,206,0
2025-03-04-15-21-00,173042888,0.541,0.345,0.139,245,70,39.38,104,206,0
2025-03-04-15-21-01,173043779,-0.053,0.043,-0.34,245,70,39.38,104,206,0
2025-03-04-15-21-02,173044802,1.268,-0.316,-0.44,245,70,39.4,104,206,0
2025-03-04-15-21-03,173045858,0.1,-0.402,-0.306,245,70,39.39,104,206,0
2025-03-04-15-21-04,173046848,4.929,0.416,-0.349,245,70,39.4,104,206,0
2025-03-04-15-21-05,173047838,0.938,-0.426,-0.005,245,70,39.41,105,206,0
2025-03-04-15-21-06,173048828,-0.086,0.254,-0.325,245,70,39.41,105,206,0
2025-03-04-15-21-07,173049851,-2.579,2.335,-0.172,245,70,39.42,105,206,0
2025-03-04-15-21-08,173050874,0.057,-0.325,-0.632,245,70,39.43,105,206,0
2025-03-04-15-21-09,173051864,-0.086,4.675,-0.287,245,70,39.43,105,206,0
2025-03-04-15-21-10,173052788,0.522,0.603,-0.105,245,70,39.44,105,206,0
2025-03-04-15-21-11,173053844,-0.435,0.311,-0.23,245,70,39.46,106,206,0
2025-03-04-15-21-12,173054834,0.995,3.407,-0.316,245,70,39.45,106,206,0
2025-03-04-15-21-13,173055791,0.249,0.057,-0.402,245,70,39.46,106,206,0
2025-03-04-15-21-14,173056880,0.66,0.742,-0.479,245,70,39.47,106,206,0
2025-03-04-15-21-15,173057837,0.187,-0.378,-0.321,245,70,39.47,106,206,0
2025-03-04-15-21-16,173058794,-0.062,4.613,-0.268,245,70,39.48,107,206,0
2025-03-04-15-21-17,173059817,0.129,0.177,-0.555,245,70,39.49,107,206,0
2025-03-04-15-21-18,173060840,-0.043,0.086,-0.306,245,70,39.5,107,206,0
2025-03-04-15-21-19,173061797,-1.311,0.12,-0.34,245,70,39.5,107,206,0
2025-03-04-15-21-20,173062853,0.335,-0.043,-0.775,245,70,39.51,107,206,0
2025-03-04-15-21-21,173063810,2.082,-0.392,-0.282,245,70,39.51,107,206,0
2025-03-04-15-21-22,173064833,0.067,1.517,-0.292,245,70,39.52,108,206,0
2025-03-04-15-21-23,173065856,0.249,0.019,-0.292,245,70,39.52,108,206,0
2025-03-04-15-21-24,173066846,-0.574,5.082,-0.282,245,70,39.53,108,206,0
2025-03-04-15-21-25,173067803,-0.077,0.263,-0.325,245,70,39.54,108,206,0
2025-03-04-15-21-26,173068892,-0.062,-0.388,-0.187,245,70,39.54,108,206,0
2025-03-04-15-21-27,173069882,-0.057,-2.632,0.091,245,70,39.56,109,206,0
2025-03-04-15-21-28,173070839,0.172,0.086,-0.273,245,70,39.56,109,206,0
2025-03-04-15-21-29,173071862,-1.129,0.718,-0.656,245,70,39.56,109,206,0
2025-03-04-15-21-30,173072885,0.79,-1.464,-0.124,245,70,39.58,109,206,0
2025-03-04-15-21-31,173073776,2.187,0.412,-0.325,245,70,39.58,109,206,0
2025-03-04-15-21-32,173074865,-4.297,-0.273,-0.33,245,70,39.59,110,206,0
2025-03-04-15-21-33,173075855,0.153,0.694,-0.656,245,70,39.59,110,206,0
2025-03-04-15-21-34,173076845,-0.019,0.124,-0.249,245,70,39.6,110,206,0
2025-03-04-15-21-35,173077769,-0.115,0.641,-0.837,245,70,39.61,110,206,0
2025-03-04-15-21-36,173078825,0.124,-0.306,-0.134,245,70,39.62,110,206,0
2025-03-04-15-21-37,173079848,0.005,-2.737,-0.316,245,70,39.62,110,206,0
2025-03-04-15-21-38,173080805,0.153,-0.196,-0.292,245,70,39.63,111,206,0
2025-03-04-15-21-39,173081861,0.292,-0.258,-0.23,245,70,39.63,111,206,0
2025-03-04-15-21-40,173082818,-3.039,-1.22,-0.33,245,70,39.63,111,206,0
2025-03-04-15-21-41,173083874,0.139,-0.282,-0.345,245,70,39.64,111,206,0
2025-03-04-15-21-42,173084831,0.273,0.01,-0.847,245,70,39.65,111,206,0
2025-03-04-15-21-43,173085821,0.88,6.709,-0.239,245,70,39.65,112,206,0
2025-03-04-15-21-44,173086811,0.134,-0.249,-0.325,245,70,39.66,112,206,0
2025-03-04-15-21-45,173087834,0.062,0.096,-0.057,245,70,39.66,112,206,0
2025-03-04-15-21-46,173088824,1.273,-3.996,-0.024,245,70,39.68,112,206,0
2025-03-04-15-21-47,173089847,0.12,0.301,-0.273,245,70,39.68,112,206,0
2025-03-04-15-21-48,173090870,-0.019,-0.297,-0.325,245,70,39.69,112,206,0
2025-03-04-15-21-49,173091860,-0.598,2.101,0.148,245,70,39.69,113,206,0
2025-03-04-15-21-50,173092883,0.177,0.412,-0.234,245,70,39.69,113,206,0
2025-03-04-15-21-51,173093873,0.177,-0.316,-0.359,245,70,39.7,113,206,0
2025-03-04-15-21-52,173094797,-0.005,-0.306,-0.258,245,70,39.7,113,206,0
2025-03-04-15-21-53,173095853,0.191,0.043,-0.431,245,70,39.7,113,206,0
2025-03-04-15-21-54,173096876,-0.479,1.651,-0.316,245,70,39.72,114,206,0
2025-03-04-15-21-55,173097767,-0.321,0,0.651,245,70,39.72,114,206,0
2025-03-04-15-21-56,173098889,1,1.058,-0.876,245,70,39.73,114,206,0
2025-03-04-15-21-57,173099846,-5.522,-5.962,-0.349,245,70,39.73,114,206,0
2025-03-04-15-21-58,173100836,-0.455,-0.201,-0.335,245,70,39.74,114,206,0
2025-03-04-15-21-59,173101859,0.354,1,-0.335,245,70,39.75,115,206,0
2025-03-04-15-22-00,173102816,-3.115,-2.751,-0.641,245,70,39.75,115,206,0
2025-03-04-15-22-01,173103839,-0.038,0.569,-0.354,245,70,39.75,115,206,0
2025-03-04-15-22-02,173104796,0.182,-0.335,-0.349,245,70,39.76,115,206,0
2025-03-04-15-22-03,173105885,0.809,5.446,-0.412,245,70,39.76,115,206,0
2025-03-04-15-22-04,173106875,0.067,0.349,-0.187,245,70,39.77,115,206,0
2025-03-04-15-22-05,173107832,-0.014,0.062,-0.306,245,70,39.77,116,206,0
2025-03-04-15-22-06,173108855,-0.383,4.68,-0.287,245,70,39.77,116,206,0
2025-03-04-15-22-07,173109779,0.163,0.048,-0.651,245,70,39.79,116,206,0
2025-03-04-15-22-08,173110835,0.201,-0.01,-0.474,245,70,39.79,116,206,0
2025-03-04-15-22-09,173111858,-0.55,1.483,-0.287,245,70,39.79,116,206,0
2025-03-04-15-22-10,173112782,-0.124,0.019,-0.359,245,70,39.8,117,206,0
2025-03-04-15-22-11,173113871,0.048,-0.11,-0.584,245,70,39.8,117,206,0
2025-03-04-15-22-12,173114828,3.857,0.325,-0.359,245,70,39.81,117,206,0
2025-03-04-15-22-13,173115851,-0.091,-1.608,-0.33,245,70,39.81,117,206,0
2025-03-04-15-22-14,173116841,0.12,-0.225,-0.244,245,70,39.82,117,206,0
2025-03-04-15-22-15,173117831,0.134,-3.642,-0.718,245,70,39.83,118,206,0
2025-03-04-15-22-16,173118854,-0.072,0.029,-0.292,245,70,39.83,118,206,0
2025-03-04-15-22-17,173119745,-0.469,0.368,-0.278,245,70,39.84,118,206,0
2025-03-04-15-22-18,173120768,-2.163,-0.072,-0.407,245,70,39.84,118,206,0
2025-03-04-15-22-19,173121857,0.1,-0.153,0.33,245,70,39.85,118,206,0
2025-03-04-15-22-20,173122814,-0.1,0.282,-0.124,245,70,39.85,119,206,0
2025-03-04-15-22-21,173123870,0.048,0.273,-0.11,245,70,39.86,119,206,0
2025-03-04-15-22-22,173124761,0.014,0.526,-0.278,245,70,39.85,119,206,0
2025-03-04-15-22-23,173125850,-0.163,-0.455,-0.33,245,70,39.87,119,206,0
2025-03-04-15-22-24,173126807,0.22,-2.555,-0.44,245,70,39.87,119,206,0
2025-03-04-15-22-25,173127797,0.278,0.167,-0.153,245,70,39.88,119,206,0
2025-03-04-15-22-26,173128787,0,0.373,-0.254,245,70,39.88,120,206,0
2025-03-04-15-22-27,173129843,0.139,0.498,-0.364,245,70,39.89,120,206,0
2025-03-04-15-22-28,173130833,-5,-0.373,0.081,245,70,39.89,120,206,0
2025-03-04-15-22-29,173131790,0.191,0.263,-0.029,245,70,39.9,120,206,0
2025-03-04-15-22-30,173132879,0.11,0.78,-0.12,245,70,39.91,120,206,0
2025-03-04-15-22-31,173133869,-0.263,-1.488,-0.33,245,70,39.91,120,206,0
2025-03-04-15-22-32,173134859,-0.201,2.498,-0.311,245,70,39.91,121,206,0
2025-03-04-15-22-33,173135849,0.158,0.191,-0.048,245,70,39.92,121,206,0
2025-03-04-15-22-34,173136839,0.258,0.019,-0.139,245,70,39.93,121,206,0
2025-03-04-15-22-35,173137862,-2.986,2.991,-0.297,245,70,39.93,121,206,0
2025-03-04-15-22-36,173138786,0.23,-0.153,-0.019,245,70,39.93,122,206,0
2025-03-04-15-22-37,173139842,0.292,0.971,-0.177,245,70,39.94,122,206,0
2025-03-04-15-22-38,173140766,1.742,-2.024,-0.258,245,70,39.95,122,206,0
2025-03-04-15-22-39,173141789,0.081,-0.632,-0.316,245,70,39.95,122,206,0
2025-03-04-15-22-40,173142845,0.12,-0.057,-0.359,245,70,39.96,122,206,0
2025-03-04-15-22-41,173143802,4.154,0.359,-0.191,245,70,39.97,122,206,0
2025-03-04-15-22-42,173144825,3.383,-0.474,-0.244,245,70,39.98,123,206,0
2025-03-04-15-22-43,173145782,-0.019,-0.254,-0.593,245,70,39.98,123,206,0
2025-03-04-15-22-44,173146871,0.191,-0.148,-0.23,245,70,39.99,123,206,0
2025-03-04-15-22-45,173147828,-2.326,6.541,-0.196,245,70,40,123,206,0
2025-03-04-15-22-46,173148818,0.086,-0.01,-0.254,245,70,40,123,206,0
2025-03-04-15-22-47,173149841,0.167,0.761,-0.268,245,70,40,124,206,0
2025-03-04-15-22-48,173150864,0.134,-0.225,-0.34,245,70,40.01,124,206,0
2025-03-04-15-22-49,173151821,1.34,1.694,-0.388,245,70,40.01,124,206,0
2025-03-04-15-22-50,173152844,-0.608,0.44,-0.105,245,70,40.02,124,206,0
2025-03-04-15-22-51,173153867,0.187,-0.158,-0.306,245,70,40.02,125,206,0
2025-03-04-15-22-52,173154857,-0.091,2.129,-0.397,245,70,40.04,125,206,0
2025-03-04-15-22-53,173155847,-0.196,2.115,-0.301,245,70,40.04,125,206,0
2025-03-04-15-22-54,173156804,0.115,-0.043,-0.182,245,70,40.05,125,206,0
2025-03-04-15-22-55,173157827,0.115,0.258,-0.292,245,70,40.06,125,206,0
2025-03-04-15-22-56,173158817,1.593,-0.823,-0.239,245,70,40.06,126,206,0
2025-03-04-15-22-57,173159873,0.206,0.421,-0.311,245,70,40.06,126,206,0
2025-03-04-15-22-58,173160797,-0.78,-0.88,-0.33,245,70,40.06,126,206,0
2025-03-04-15-22-59,173161820,0.12,-0.306,-0.172,245,70,40.08,126,206,0
2025-03-04-15-23-00,173162810,5.268,-0.062,-0.479,245,70,40.08,126,206,0
2025-03-04-15-23-01,173163866,0.359,0.847,-0.249,245,70,40.09,127,206,0
2025-03-04-15-23-02,173164889,0.062,0.373,-0.345,245,70,40.1,127,206,0
2025-03-04-15-23-03,173165879,-0.11,0.287,-0.34,245,70,40.1,127,206,0
2025-03-04-15-23-04,173166836,0.627,-4.048,-0.311,245,70,40.1,127,206,0
2025-03-04-15-23-05,173167859,-0.043,-1.388,-0.383,245,70,40.12,127,206,0
2025-03-04-15-23-06,173168849,-0.531,1.081,-0.33,245,70,40.12,128,206,0
2025-03-04-15-23-07,173169839,0.924,0.01,0.005,245,70,40.14,128,206,0
2025-03-04-15-23-08,173170862,1.593,-0.191,-0.206,245,70,40.14,128,206,0
2025-03-04-15-23-09,173171852,0.067,0.124,-0.268,245,70,40.15,128,206,0
2025-03-04-15-23-10,173172776,0.732,1.708,-0.311,245,70,40.15,128,206,0
2025-03-04-15-23-11,173173832,0.297,0.531,-0.368,245,70,40.16,129,206,0
2025-03-04-15-23-12,173174789,4.082,-0.124,-0.392,245,70,40.16,129,206,0
2025-03-04-15-23-13,173175812,0.746,6.379,-0.474,245,70,40.17,129,206,0
2025-03-04-15-23-14,173176835,0.163,0.574,-0.234,245,70,40.17,129,206,0
2025-03-04-15-23-15,173177792,-0.134,-0.096,-0.301,245,70,40.19,129,206,0
2025-03-04-15-23-16,173178815,0.144,4.455,-0.306,245,70,40.18,130,206,0
2025-03-04-15-23-17,173179739,1.038,2.082,-0.421,245,70,40.19,130,206,0
2025-03-04-15-23-18,173180828,-0.278,0.254,-0.392,245,70,40.19,130,206,0
2025-03-04-15-23-19,173181818,-0.091,0.311,-0.402,245,70,40.2,130,206,0
2025-03-04-15-23-20,173182775,0.172,-0.373,-0.019,245,70,40.21,130,206,0
2025-03-04-15-23-21,173183831,0.019,1.096,-0.134,245,70,40.21,131,206,0
2025-03-04-15-23-22,173184821,0.904,-0.589,-0.292,245,70,40.22,131,206,0
2025-03-04-15-23-23,173185844,0.225,1.01,-0.273,245,70,40.23,131,206,0
2025-03-04-15-23-24,173186801,-0.23,0.565,-0.306,245,70,40.23,131,206,0
2025-03-04-15-23-25,173187857,-0.053,-0.258,-0.278,245,70,40.24,131,206,0
2025-03-04-15-23-26,173188880,0.182,-0.512,-0.325,245,70,40.24,132,206,0
2025-03-04-15-23-27,173189870,0.397,-2.641,-0.354,245,70,40.24,132,206,0
2025-03-04-15-23-28,173190794,0.019,0.196,-0.699,245,70,40.25,132,206,0
2025-03-04-15-23-29,173191850,-0.34,0.507,-0.34,245,70,40.26,132,206,0
2025-03-04-15-23-30,173192873,0.474,0.096,-0.019,245,70,40.26,132,206,0
2025-03-04-15-23-31,173193830,-6.962,3.953,-0.263,245,70,40.27,133,206,0
2025-03-04-15-23-32,173194787,1.388,0.613,-0.33,245,70,40.28,133,206,0
2025-03-04-15-23-33,173195843,0.033,-0.153,-0.316,245,70,40.28,133,206,0
2025-03-04-15-23-34,173196734,0.115,-0.531,-0.33,245,70,40.28,133,206,0
2025-03-04-15-23-35,173197823,0.244,0,-0.321,245,70,40.29,133,206,0
2025-03-04-15-23-36,173198813,0.301,-0.435,-1.014,245,70,40.3,134,206,0
2025-03-04-15-23-37,173199803,-1.89,1.885,-0.225,245,70,40.3,134,206,0
2025-03-04-15-23-38,173200793,0.426,1.33,-0.646,245,70,40.31,134,206,0
2025-03-04-15-23-39,173201849,0.033,-0.33,-0.364,245,70,40.31,134,206,0
2025-03-04-15-23-40,173202839,0.239,0.105,-0.345,245,70,40.31,134,206,0
2025-03-04-15-23-41,173203862,-0.024,-2.263,-0.306,245,70,40.32,135,206,0
2025-03-04-15-23-42,173204819,-5.201,-0.689,-0.278,245,70,40.32,135,206,0
2025-03-04-15-23-43,173205809,2.962,-0.459,-0.345,245,70,40.33,135,206,0
2025-03-04-15-23-44,173206865,0.172,0.11,-0.282,245,70,40.34,135,206,0
2025-03-04-15-23-45,173207822,0.091,-0.062,-0.335,245,70,40.34,135,206,0
2025-03-04-15-23-46,173208746,0.139,-3.785,-0.426,245,70,40.35,136,206,0
2025-03-04-15-23-47,173209802,0.569,1.196,-0.292,245,70,40.35,136,206,0
2025-03-04-15-23-48,173210825,-4.532,-0.45,-0.278,245,70,40.36,136,206,0
2025-03-04-15-23-49,173211848,-2.235,-1.029,-0.88,245,70,40.35,136,206,0
2025-03-04-15-23-50,173212772,-0.412,0.636,-0.464,245,70,40.37,137,206,0
2025-03-04-15-23-51,173213861,-0.014,0.34,-0.206,245,70,40.37,137,206,0
2025-03-04-15-23-52,173214818,0.177,-0.072,-0.373,245,70,40.37,137,206,0
2025-03-04-15-23-53,173215808,-1.656,0.732,-0.01,245,70,40.37,137,206,0
2025-03-04-15-23-54,173216831,-0.273,-0.885,-0.325,245,70,40.39,137,206,0
2025-03-04-15-23-55,173217854,1.766,-0.986,-0.34,245,70,40.39,138,206,0
2025-03-04-15-23-56,173218745,-0.77,-0.579,-0.34,245,70,40.39,138,206,0
2025-03-04-15-23-57,173219834,0.278,0.78,-0.306,245,70,40.4,138,206,0
2025-03-04-15-23-58,173220791,-0.22,-0.057,-0.086,245,70,40.4,138,206,0
